Date,Open,High,Low,Close,Adj Close,Volume
2009-05-07,2783.58,2797.47,2731.8,2767.08,2767.08,122101161
2009-05-08,2751.5,2800.22,2733.33,2789.22,2789.22,106724988
2009-05-11,2808.14,2839.61,2725.27,2725.32,2725.32,125364452
2009-05-12,2702.74,2788.61,2699.95,2788.56,2788.56,88695942
2009-05-13,2792.42,2822.71,2775.57,2814.0,2814.0,107112856
2009-05-14,2781.05,2804.48,2757.54,2792.6,2792.6,82639329
2009-05-15,2800.57,2815.46,2773.32,2796.12,2796.12,64931431
2009-05-18,2782.58,2813.76,2740.92,2810.57,2810.57,74835786
2009-05-19,2836.34,2849.63,2821.95,2840.08,2840.08,97703617
2009-05-20,2843.54,2849.64,2812.6,2812.86,2812.86,87939215
2009-05-21,2795.83,2808.29,2735.77,2750.01,2750.01,85535394
2009-05-22,2733.02,2762.74,2719.12,2740.68,2740.68,61499012
2009-05-25,2684.21,2761.39,2675.28,2752.72,2752.72,74091671
2009-05-26,2757.31,2762.81,2718.55,2719.76,2719.76,72316012
2009-05-27,2734.42,2768.57,2715.82,2759.71,2759.71,67976645
2009-06-01,2798.93,2864.47,2798.93,2858.34,2858.34,108564883
2009-06-02,2878.53,2892.78,2855.06,2865.1,2865.1,108338397
2009-06-03,2865.73,2939.39,2864.71,2939.39,2939.39,112073310
2009-06-04,2924.27,2961.04,2899.67,2953.75,2953.75,130127710
2009-06-05,2966.06,2975.18,2937.18,2939.31,2939.31,108476324
2009-06-08,2937.64,2978.23,2912.49,2948.48,2948.48,96116366
2009-06-09,2948.95,2960.9,2892.72,2960.56,2960.56,91989886
2009-06-10,2972.42,2995.7,2966.58,2989.59,2989.59,101790039
2009-06-11,2982.97,3000.86,2951.27,2961.63,2961.63,87115997
2009-06-12,2955.57,2976.86,2883.32,2906.29,2906.29,80067067
2009-06-15,2911.42,2967.1,2898.07,2966.19,2966.19,74352090
2009-06-16,2936.51,2979.41,2929.04,2961.22,2961.22,70179242
2009-06-17,2957.58,3017.41,2930.49,3010.59,3010.59,77293118
2009-06-18,3014.44,3061.75,3014.44,3057.43,3057.43,96281316
2009-06-19,3061.9,3086.72,3047.27,3080.0,3080.0,102518069
2009-06-22,3106.39,3116.16,3072.53,3082.56,3082.56,103952583
2009-06-23,3036.4,3128.53,3028.45,3083.9,3083.9,111506734
2009-06-24,3079.5,3121.21,3068.24,3120.73,3120.73,109424313
2009-06-25,3125.66,3141.17,3103.87,3117.92,3117.92,82806887
2009-06-26,3126.23,3137.08,3109.32,3128.42,3128.42,70500908
2009-06-29,3132.11,3182.42,3122.16,3179.97,3179.97,84997075
2009-06-30,3191.64,3195.72,3159.63,3166.47,3166.47,86782347
2009-07-01,3153.54,3238.79,3150.65,3237.9,3237.9,96950565
2009-07-02,3248.2,3285.09,3247.57,3282.36,3282.36,112989294
2009-07-03,3254.93,3327.67,3249.11,3327.14,3327.14,105732592
2009-07-06,3333.1,3378.05,3333.1,3374.75,3374.75,135264049
2009-07-07,3368.33,3393.22,3327.35,3340.49,3340.49,129600799
2009-07-08,3306.43,3368.07,3261.32,3352.27,3352.27,113867592
2009-07-09,3348.22,3396.48,3334.68,3396.3,3396.3,113081523
2009-07-10,3398.91,3428.03,3375.97,3398.31,3398.31,106174912
2009-07-13,3382.57,3403.74,3358.52,3361.01,3361.01,99619651
2009-07-14,3375.87,3454.75,3375.87,3454.75,3454.75,107520425
2009-07-15,3467.13,3497.51,3467.13,3493.3,3493.3,133483002
2009-07-16,3516.78,3543.02,3489.56,3501.24,3501.24,129313329
2009-07-17,3499.51,3527.47,3482.87,3519.81,3519.81,106549704
2009-07-20,3532.52,3594.87,3515.53,3591.12,3591.12,136468539
2009-07-21,3603.4,3610.33,3533.16,3539.83,3539.83,130600961
2009-07-22,3532.63,3607.37,3532.38,3606.92,3606.92,115238546
2009-07-23,3613.6,3653.84,3596.36,3651.97,3651.97,116381609
2009-07-24,3672.21,3687.49,3591.88,3667.56,3667.56,127979352
2009-07-27,3680.15,3744.24,3669.51,3743.63,3743.63,138808040
2009-07-28,3745.55,3756.78,3705.04,3755.82,3755.82,146267885
2009-07-29,3741.78,3765.59,3453.64,3558.51,3558.51,167406126
2009-07-30,3587.05,3656.92,3511.29,3634.82,3634.82,134968879
2009-07-31,3670.19,3735.8,3635.55,3734.62,3734.62,132239834
2009-08-03,3754.22,3789.94,3716.57,3787.03,3787.03,136415899
2009-08-04,3803.06,3803.06,3712.43,3786.61,3786.61,141035739
2009-08-05,3781.4,3789.13,3691.98,3740.94,3740.94,133444453
2009-08-06,3707.91,3739.58,3602.57,3663.12,3663.12,118101525
2009-08-07,3655.46,3686.54,3539.7,3555.09,3555.09,100575751
2009-08-10,3589.72,3613.46,3485.36,3544.54,3544.54,84870681
2009-08-11,3558.65,3569.15,3509.72,3556.38,3556.38,64497197
2009-08-12,3546.5,3546.5,3390.36,3397.4,3397.4,92535386
2009-08-13,3398.89,3448.86,3338.85,3440.82,3440.82,87081800
2009-08-14,3437.95,3454.95,3334.73,3344.46,3344.46,88248627
2009-08-17,3283.44,3319.8,3137.48,3140.27,3140.27,91723902
2009-08-18,3110.71,3186.81,3083.2,3171.99,3171.99,77343035
2009-08-19,3178.28,3183.01,2982.22,3014.57,3014.57,81604020
2009-08-20,3021.25,3146.57,3021.25,3144.39,3144.39,79519216
2009-08-21,3135.37,3221.17,3113.7,3203.62,3203.62,86616805
2009-08-24,3222.4,3241.52,3178.86,3229.6,3229.6,80414068
2009-08-25,3210.85,3210.85,3019.12,3109.83,3109.83,97530139
2009-08-26,3082.68,3203.79,3065.46,3172.39,3172.39,82036404
2009-08-27,3149.57,3212.27,3116.89,3156.3,3156.3,80125201
2009-08-28,3152.04,3168.19,3030.73,3046.78,3046.78,84017946
2009-08-31,3003.54,3003.54,2825.77,2830.27,2830.27,84517311
2009-09-01,2804.58,2901.28,2795.49,2843.7,2843.7,70535306
2009-09-02,2824.64,2904.79,2813.62,2890.93,2890.93,60843386
2009-09-03,2898.45,3059.99,2892.65,3051.96,3051.96,93157447
2009-09-04,3055.35,3099.39,3038.99,3077.14,3077.14,86984715
2009-09-07,3097.79,3153.23,3078.13,3104.21,3104.21,82790740
2009-09-08,3084.2,3170.97,3047.3,3170.97,3170.97,83965634
2009-09-09,3188.31,3207.39,3143.74,3194.91,3194.91,91191155
2009-09-10,3179.19,3204.12,3150.17,3162.91,3162.91,66566007
2009-09-11,3152.81,3253.45,3152.69,3238.13,3238.13,80689660
2009-09-14,3248.35,3298.91,3240.53,3293.39,3293.39,87393883
2009-09-15,3298.81,3325.74,3264.95,3302.64,3302.64,87092177
2009-09-16,3290.39,3296.94,3212.45,3258.24,3258.24,88244481
2009-09-17,3274.58,3329.12,3274.58,3320.1,3320.1,91333404
2009-09-18,3325.06,3330.43,3170.96,3199.69,3199.69,100488404
2009-09-21,3163.51,3210.64,3090.61,3208.6,3208.6,72801974
2009-09-22,3196.01,3237.22,3131.02,3131.03,3131.03,73425101
2009-09-23,3130.14,3159.17,3041.42,3060.07,3060.07,66013716
2009-09-24,3041.82,3122.05,2989.24,3080.93,3080.93,65152102
2009-09-25,3057.11,3090.07,3028.41,3058.53,3058.53,45820492
2009-09-28,3066.37,3088.08,2959.74,2972.64,2972.64,41918352
2009-09-29,2975.53,2998.55,2923.93,2972.29,2972.29,45932352
2009-09-30,2992.98,3033.74,2988.29,3004.8,3004.8,42184524
2009-10-09,3078.75,3164.03,3071.27,3163.71,3163.71,56871040
2009-10-12,3181.58,3193.59,3151.26,3151.63,3151.63,58961960
2009-10-13,3144.02,3199.92,3140.5,3198.52,3198.52,50713704
2009-10-14,3209.06,3276.55,3204.31,3227.4,3227.4,80978120
2009-10-15,3258.55,3287.63,3227.09,3239.64,3239.64,60562010
2009-10-16,3250.1,3268.43,3188.43,3241.71,3241.71,55636255
2009-10-19,3238.85,3330.79,3231.81,3329.16,3329.16,77683143
2009-10-20,3355.36,3379.63,3343.02,3377.57,3377.57,89426278
2009-10-21,3375.03,3414.66,3358.55,3369.28,3369.28,83488940
2009-10-22,3364.15,3381.15,3341.42,3347.32,3347.32,60936583
2009-10-23,3354.98,3436.39,3354.98,3413.25,3413.25,86725429
2009-10-26,3421.7,3432.9,3385.44,3414.24,3414.24,68442524
2009-10-27,3384.29,3392.1,3314.32,3314.72,3314.72,74209551
2009-10-28,3303.77,3337.17,3258.27,3329.33,3329.33,62594849
2009-10-29,3265.19,3291.18,3239.0,3247.05,3247.05,61305354
2009-10-30,3305.38,3329.54,3276.32,3280.37,3280.37,60647062
2009-11-02,3205.83,3394.72,3198.31,3392.8,3392.8,81981158
2009-11-03,3402.53,3447.48,3397.25,3435.43,3435.43,83791098
2009-11-04,3443.52,3476.34,3415.22,3453.89,3453.89,86065273
2009-11-05,3458.86,3471.83,3432.26,3464.32,3464.32,80647784
2009-11-06,3491.07,3506.03,3474.36,3483.02,3483.02,92190315
2009-11-09,3487.11,3495.89,3452.61,3495.79,3495.79,78050904
2009-11-10,3520.4,3532.19,3501.5,3503.78,3503.78,84300987
2009-11-11,3500.59,3514.83,3468.86,3495.67,3495.67,72626321
2009-11-12,3506.95,3529.06,3487.68,3499.99,3499.99,79962661
2009-11-13,3489.54,3518.89,3445.36,3518.72,3518.72,91210171
2009-11-16,3541.05,3625.89,3541.05,3625.8,3625.8,123157323
2009-11-17,3644.96,3649.42,3619.99,3628.35,3628.35,97391368
2009-11-18,3633.85,3652.81,3612.79,3630.23,3630.23,89226283
2009-11-19,3638.07,3653.9,3604.61,3642.44,3642.44,94940095
2009-11-20,3630.58,3658.21,3597.31,3631.01,3631.01,94750751
2009-11-23,3636.53,3666.27,3628.2,3665.51,3665.51,93990941
2009-11-24,3680.75,3698.13,3538.86,3548.08,3548.08,147566822
2009-11-25,3541.51,3630.3,3508.06,3629.63,3629.63,114602329
2009-11-26,3635.79,3646.61,3472.95,3485.77,3485.77,127882379
2009-11-27,3440.34,3480.93,3367.29,3382.51,3382.51,89294688
2009-11-30,3415.08,3511.76,3415.08,3511.67,3511.67,84415341
2009-12-01,3507.56,3566.78,3485.52,3560.83,3560.83,101518639
2009-12-02,3578.87,3607.56,3570.29,3597.33,3597.33,98052033
2009-12-03,3596.95,3603.12,3551.48,3590.88,3590.88,89978572
2009-12-04,3581.63,3646.26,3530.06,3643.49,3643.49,134130901
2009-12-07,3644.62,3672.8,3633.45,3668.83,3668.83,91225546
2009-12-08,3670.81,3671.04,3590.94,3624.02,3624.02,82940864
2009-12-09,3579.28,3603.7,3543.42,3554.48,3554.48,68521507
2009-12-10,3579.83,3601.29,3544.9,3577.24,3577.24,57563738
2009-12-11,3589.41,3614.95,3568.51,3575.02,3575.02,54550912
2009-12-14,3572.53,3623.27,3495.64,3612.75,3612.75,83785021
2009-12-15,3594.51,3620.32,3578.28,3583.34,3583.34,69186493
2009-12-16,3568.28,3610.69,3550.67,3560.72,3560.72,56963912
2009-12-17,3571.05,3582.44,3475.84,3480.15,3480.15,63286201
2009-12-18,3450.04,3453.35,3385.68,3391.74,3391.74,66111015
2009-12-21,3386.33,3404.64,3354.65,3396.62,3396.62,48329805
2009-12-22,3402.23,3404.75,3296.76,3305.54,3305.54,53942685
2009-12-23,3303.73,3342.99,3296.29,3336.48,3336.48,48064504
2009-12-24,3346.76,3445.7,3339.3,3438.82,3438.82,64377823
2009-12-25,3434.33,3441.96,3410.67,3424.78,3424.78,46914576
2009-12-28,3432.82,3489.57,3432.82,3478.43,3478.43,55375390
2009-12-29,3481.9,3501.25,3451.18,3500.74,3500.74,55535765
2009-12-30,3503.82,3561.44,3498.38,3558.86,3558.86,88429370
2009-12-31,3561.37,3579.52,3542.38,3575.68,3575.68,69241890
2010-01-04,3592.47,3597.75,3535.23,3535.23,3535.23,66101080
2010-01-05,3545.19,3577.53,3497.66,3564.04,3564.04,85809641
2010-01-06,3558.7,3588.83,3541.17,3541.73,3541.73,78473125
2010-01-07,3543.16,3558.56,3452.77,3471.46,3471.46,80350037
2010-01-08,3456.91,3482.08,3426.7,3480.13,3480.13,60790253
2010-01-11,3593.11,3594.53,3465.32,3482.05,3482.05,89980172
2010-01-12,3477.84,3535.41,3437.66,3534.92,3534.92,93743278
2010-01-13,3448.29,3490.11,3415.69,3421.14,3421.14,112457901
2010-01-14,3433.47,3470.32,3411.81,3469.05,3469.05,83353252
2010-01-15,3472.52,3500.07,3448.66,3482.74,3482.74,72543102
2010-01-18,3471.78,3501.26,3458.04,3500.68,3500.68,82854307
2010-01-19,3506.81,3528.39,3497.09,3507.48,3507.48,74883232
2010-01-20,3512.25,3515.45,3387.82,3394.43,3394.43,92495146
2010-01-21,3397.04,3425.18,3364.72,3408.57,3408.57,70595068
2010-01-22,3364.45,3390.8,3293.19,3366.2,3366.2,88933404
2010-01-25,3340.01,3372.43,3326.27,3328.01,3328.01,56849171
2010-01-26,3328.11,3341.2,3222.14,3242.8,3242.8,61752231
2010-01-27,3243.04,3255.12,3183.36,3198.57,3198.57,52691394
2010-01-28,3195.29,3220.31,3168.46,3206.57,3206.57,46990716
2010-01-29,3190.31,3249.46,3176.92,3204.16,3204.16,50262613
2010-02-01,3198.23,3198.31,3116.44,3152.71,3152.71,57001380
2010-02-02,3170.78,3211.94,3143.08,3146.19,3146.19,50130033
2010-02-03,3160.71,3231.1,3094.57,3230.72,3230.72,64798894
2010-02-04,3206.43,3242.52,3190.44,3218.8,3218.8,58972726
2010-02-05,3147.72,3177.42,3129.92,3153.09,3153.09,59105845
2010-02-08,3152.25,3172.31,3133.81,3150.99,3150.99,37355951
2010-02-09,3147.76,3178.95,3144.48,3169.19,3169.19,35953158
2010-02-10,3195.14,3214.46,3182.83,3214.13,3214.13,34219894
2010-02-11,3216.69,3238.35,3207.17,3220.4,3220.4,35791052
2010-02-12,3232.88,3253.2,3228.74,3251.28,3251.28,34058238
2010-02-22,3248.95,3261.95,3232.78,3233.34,3233.34,38283772
2010-02-23,3225.39,3225.39,3152.93,3198.63,3198.63,42742898
2010-02-24,3177.08,3244.82,3165.13,3244.48,3244.48,49989437
2010-02-25,3252.15,3294.14,3249.33,3292.13,3292.13,67586617
2010-02-26,3286.09,3301.15,3273.69,3281.67,3281.67,52107288
2010-03-01,3290.01,3330.38,3287.56,3324.42,3324.42,60504520
2010-03-02,3327.1,3339.89,3299.69,3311.24,3311.24,57034374
2010-03-03,3313.02,3335.65,3293.92,3335.08,3335.08,60622732
2010-03-04,3338.67,3345.91,3244.98,3250.57,3250.57,69346810
2010-03-05,3253.16,3276.4,3239.68,3259.76,3259.76,45629138
2010-03-08,3268.4,3293.93,3258.03,3286.18,3286.18,41540876
2010-03-09,3285.62,3322.51,3255.98,3305.86,3305.86,54199486
2010-03-10,3304.04,3321.08,3267.76,3279.69,3279.69,46421079
2010-03-11,3282.2,3303.49,3251.7,3276.71,3276.71,47487754
2010-03-12,3277.31,3284.26,3232.12,3233.13,3233.13,39957344
2010-03-15,3231.22,3234.82,3171.8,3183.18,3183.18,37844304
2010-03-16,3183.77,3204.29,3169.1,3203.97,3203.97,30847780
2010-03-17,3214.22,3274.0,3207.27,3273.92,3273.92,45800934
2010-03-18,3277.88,3295.37,3256.59,3267.55,3267.55,46948013
2010-03-19,3270.98,3296.41,3251.14,3293.87,3293.87,46062187
2010-03-22,3297.82,3313.92,3288.51,3302.63,3302.63,49439462
2010-03-23,3305.55,3309.12,3272.92,3275.57,3275.57,46539536
2010-03-24,3282.05,3298.54,3271.03,3276.67,3276.67,44547966
2010-03-25,3270.39,3270.39,3222.82,3229.13,3229.13,44984285
2010-03-26,3226.8,3285.39,3220.59,3275.0,3275.0,47444965
2010-03-29,3295.76,3363.6,3293.67,3358.54,3358.54,84724910
2010-03-30,3361.35,3372.26,3350.31,3366.71,3366.71,56436980
2010-03-31,3369.19,3369.9,3338.75,3345.61,3345.61,53124287
2010-04-01,3349.88,3392.48,3349.88,3391.94,3391.94,67772669
2010-04-02,3400.14,3412.2,3391.81,3407.35,3407.35,69073452
2010-04-06,3422.85,3436.29,3386.89,3405.15,3405.15,65191710
2010-04-07,3403.09,3404.58,3369.02,3386.95,3386.95,54011228
2010-04-08,3381.31,3381.31,3336.16,3346.74,3346.74,62185322
2010-04-09,3348.77,3379.4,3342.47,3379.17,3379.17,51280567
2010-04-12,3388.35,3393.56,3330.3,3351.48,3351.48,74565150
2010-04-13,3350.73,3401.71,3324.05,3391.72,3391.72,79907695
2010-04-14,3394.64,3404.52,3377.44,3403.71,3403.71,60306131
2010-04-15,3407.02,3412.94,3365.88,3394.57,3394.57,61051685
2010-04-16,3388.29,3388.29,3348.78,3356.33,3356.33,47140368
2010-04-19,3313.5,3313.5,3175.44,3176.42,3176.42,88416300
2010-04-20,3176.41,3196.65,3130.96,3173.37,3173.37,64137859
2010-04-21,3178.88,3237.54,3164.76,3236.68,3236.68,66928331
2010-04-22,3222.68,3231.99,3177.73,3201.54,3201.54,71081688
2010-04-23,3198.78,3224.74,3172.58,3190.0,3190.0,61252679
2010-04-26,3195.46,3207.72,3168.37,3172.0,3172.0,50894199
2010-04-27,3163.1,3163.1,3060.85,3108.41,3108.41,65296574
2010-04-28,3080.32,3122.11,3062.08,3097.35,3097.35,45995406
2010-04-29,3114.94,3130.7,3059.8,3060.06,3060.06,48260971
2010-04-30,3060.12,3068.13,3014.07,3067.36,3067.36,54477881
2010-05-04,3005.49,3056.08,2994.92,3019.45,3019.45,41248610
2010-05-05,2981.78,3036.86,2943.36,3036.39,3036.39,59670441
2010-05-06,3014.91,3014.91,2895.39,2896.86,2896.86,58770413
2010-05-07,2835.88,2892.53,2817.15,2836.79,2836.79,61119399
2010-05-10,2842.37,2872.31,2798.52,2858.23,2858.23,50209173
2010-05-11,2916.33,2922.12,2790.7,2800.82,2800.82,58363490
2010-05-12,2781.71,2832.15,2756.42,2818.16,2818.16,53002271
2010-05-13,2818.58,2886.97,2811.66,2886.91,2886.91,55145778
2010-05-14,2865.58,2888.09,2849.24,2868.02,2868.02,42498719
2010-05-17,2828.88,2828.88,2712.44,2714.72,2714.72,52166847
2010-05-18,2711.41,2781.84,2686.97,2771.35,2771.35,54509671
2010-05-19,2748.95,2803.7,2723.3,2762.17,2762.17,45576221
2010-05-20,2739.22,2793.88,2721.07,2726.02,2726.02,42174803
2010-05-21,2656.42,2769.09,2647.6,2768.79,2768.79,54475383
2010-05-24,2787.75,2886.37,2787.75,2873.47,2873.47,74502338
2010-05-25,2851.26,2855.33,2798.02,2813.94,2813.94,55168327
2010-05-26,2814.44,2839.03,2797.63,2813.94,2813.94,39858564
2010-05-27,2808.05,2866.86,2771.59,2859.98,2859.98,53445209
2010-05-28,2885.86,2893.69,2835.07,2850.3,2850.3,51534989
2010-05-31,2835.33,2857.42,2772.79,2773.26,2773.26,46216854
2010-06-01,2755.28,2782.29,2710.59,2744.16,2744.16,44851426
2010-06-02,2729.33,2757.91,2700.07,2757.53,2757.53,39587020
2010-06-03,2769.1,2787.51,2735.7,2736.08,2736.08,39587258
2010-06-04,2721.36,2748.48,2713.09,2744.39,2744.39,32746291
2010-06-07,2692.83,2716.4,2673.34,2695.72,2695.72,39541993
2010-06-08,2694.11,2720.59,2672.06,2699.34,2699.34,35140182
2010-06-09,2711.64,2787.82,2687.33,2782.13,2782.13,60209533
2010-06-10,2755.94,2776.26,2746.11,2750.02,2750.02,42906334
2010-06-11,2766.2,2782.09,2755.95,2758.87,2758.87,40558585
2010-06-17,2778.53,2784.92,2742.64,2742.73,2742.73,32612356
2010-06-18,2739.03,2755.84,2686.61,2696.17,2696.17,41808344
2010-06-21,2698.98,2784.47,2686.32,2780.66,2780.66,55261482
2010-06-22,2772.89,2795.32,2766.44,2783.72,2783.72,39096052
2010-06-23,2768.7,2788.22,2734.05,2758.5,2758.5,35600350
2010-06-24,2753.71,2783.51,2739.81,2757.5,2757.5,29220682
2010-06-25,2744.12,2759.45,2715.66,2736.29,2736.29,30671782
2010-06-28,2734.51,2751.46,2710.09,2716.78,2716.78,27710044
2010-06-29,2717.47,2724.23,2591.69,2592.02,2592.02,48758552
2010-06-30,2572.91,2575.82,2546.84,2563.07,2563.07,35698794
2010-07-01,2557.92,2574.1,2524.57,2526.07,2526.07,32857646
2010-07-02,2523.03,2542.12,2462.2,2534.1,2534.1,44914100
2010-07-05,2507.35,2529.43,2476.49,2512.65,2512.65,32178574
2010-07-06,2504.87,2563.41,2502.93,2562.9,2562.9,39714762
2010-07-07,2561.11,2580.61,2548.56,2580.48,2580.48,35720909
2010-07-08,2591.51,2602.23,2564.64,2575.92,2575.92,34056966
2010-07-09,2578.55,2662.16,2557.26,2647.1,2647.1,58493045
2010-07-12,2647.42,2689.81,2636.65,2676.22,2676.22,58462491
2010-07-13,2649.66,2649.66,2618.34,2634.59,2634.59,43228506
2010-07-14,2640.93,2684.62,2640.54,2653.61,2653.61,46688860
2010-07-15,2650.33,2680.44,2607.79,2608.52,2608.52,40440459
2010-07-16,2597.0,2621.33,2573.79,2616.13,2616.13,35063302
2010-07-19,2592.09,2691.94,2585.01,2682.47,2682.47,53868070
2010-07-20,2685.46,2746.24,2685.46,2741.5,2741.5,73128345
2010-07-21,2744.7,2766.21,2733.72,2747.33,2747.33,70757092
2010-07-22,2738.03,2783.14,2734.07,2781.29,2781.29,61064806
2010-07-23,2787.52,2806.98,2769.44,2793.08,2793.08,64518565
2010-07-26,2798.76,2811.95,2775.78,2811.05,2811.05,53580026
2010-07-27,2803.75,2812.21,2785.37,2795.72,2795.72,49799884
2010-07-28,2796.48,2866.4,2784.16,2863.72,2863.72,79985954
2010-07-29,2866.77,2888.6,2852.0,2877.98,2877.98,95965409
2010-07-30,2871.48,2876.14,2844.68,2868.85,2868.85,62575591
2010-08-02,2868.28,2922.61,2867.45,2917.27,2917.27,71743300
2010-08-03,2925.25,2929.61,2865.76,2865.97,2865.97,81748364
2010-08-04,2858.35,2876.59,2818.25,2876.43,2876.43,71318039
2010-08-05,2874.66,2877.31,2833.67,2850.83,2850.83,67157581
2010-08-06,2848.16,2898.53,2821.03,2897.66,2897.66,74914895
2010-08-09,2894.1,2922.62,2888.04,2918.24,2918.24,74726391
2010-08-10,2920.4,2925.3,2832.08,2832.64,2832.64,78435034
2010-08-11,2823.15,2864.36,2823.15,2850.21,2850.21,54979133
2010-08-12,2822.79,2860.37,2810.1,2816.39,2816.39,59893227
2010-08-13,2818.41,2856.04,2799.22,2855.55,2855.55,58507721
2010-08-16,2851.22,2927.69,2843.02,2922.08,2922.08,81068043
2010-08-17,2927.26,2949.73,2917.83,2942.29,2942.29,76452912
2010-08-18,2945.98,2962.75,2924.67,2937.36,2937.36,70747600
2010-08-19,2940.77,2975.19,2928.01,2955.4,2955.4,76924865
2010-08-20,2943.33,2951.96,2892.64,2898.33,2898.33,71663306
2010-08-23,2895.71,2920.54,2886.66,2896.19,2896.19,48915517
2010-08-24,2892.13,2933.12,2866.8,2911.83,2911.83,61093796
2010-08-25,2893.99,2904.66,2842.25,2843.02,2843.02,63610621
2010-08-26,2853.1,2868.88,2836.13,2850.09,2850.09,48670442
2010-08-27,2847.45,2861.07,2833.42,2858.57,2858.57,40789582
2010-08-30,2874.25,2921.08,2872.92,2915.01,2915.01,65749882
2010-08-31,2905.15,2910.06,2889.81,2903.19,2903.19,65766104
2010-09-01,2907.66,2931.76,2859.17,2884.04,2884.04,76975578
2010-09-02,2917.74,2931.55,2903.03,2921.39,2921.39,70700851
2010-09-03,2926.94,2929.55,2891.88,2920.21,2920.21,72641027
2010-09-06,2935.89,2980.42,2935.89,2975.09,2975.09,93855681
2010-09-07,2979.3,2991.44,2959.9,2983.11,2983.11,73519361
2010-09-08,2970.0,2982.72,2953.84,2980.97,2980.97,72872002
2010-09-09,2986.87,2986.87,2922.2,2926.46,2926.46,81395554
2010-09-10,2928.0,2940.79,2890.03,2932.55,2932.55,65086704
2010-09-13,2933.59,2977.08,2925.42,2962.32,2962.32,67279900
2010-09-14,2971.55,2984.47,2954.51,2965.01,2965.01,70105903
2010-09-15,2965.54,2965.54,2905.63,2913.19,2913.19,71619642
2010-09-16,2908.32,2917.85,2834.03,2857.79,2857.79,74074284
2010-09-17,2864.72,2877.08,2847.68,2861.37,2861.37,51938867
2010-09-20,2865.04,2872.22,2829.76,2849.83,2849.83,50283104
2010-09-21,2859.43,2869.38,2844.12,2857.48,2857.48,35751881
2010-09-27,2869.93,2905.53,2864.21,2905.03,2905.03,49071823
2010-09-28,2900.54,2900.54,2875.66,2880.91,2880.91,58660826
2010-09-29,2877.27,2908.73,2866.85,2874.81,2874.81,56782236
2010-09-30,2859.06,2935.59,2857.42,2935.57,2935.57,63000247
2010-10-08,2965.65,3055.84,2963.24,3044.23,3044.23,99994720
2010-10-11,3069.19,3154.2,3069.19,3132.9,3132.9,158734904
2010-10-12,3121.64,3173.85,3106.22,3172.73,3172.73,127361705
2010-10-13,3176.89,3221.65,3165.58,3217.58,3217.58,144607773
2010-10-14,3245.13,3286.02,3215.03,3224.14,3224.14,179611838
2010-10-15,3204.72,3327.68,3199.12,3327.68,3327.68,193414140
2010-10-18,3345.8,3390.01,3288.78,3306.16,3306.16,217882051
2010-10-19,3300.52,3375.87,3280.0,3375.67,3375.67,130441791
2010-10-20,3304.22,3439.23,3301.01,3396.88,3396.88,166528460
2010-10-21,3404.72,3418.09,3344.96,3374.69,3374.69,123883245
2010-10-22,3365.6,3408.49,3346.11,3378.66,3378.66,116361857
2010-10-25,3386.85,3481.35,3366.43,3481.08,3481.08,145433105
2010-10-26,3491.47,3499.82,3436.46,3466.08,3466.08,142636999
2010-10-27,3451.43,3490.22,3398.09,3403.87,3403.87,123761570
2010-10-28,3390.43,3420.89,3371.44,3397.69,3397.69,98349456
2010-10-29,3400.26,3404.6,3351.6,3379.98,3379.98,100458970
2010-11-01,3390.41,3473.0,3390.41,3473.0,3473.0,126269148
2010-11-02,3484.23,3522.18,3449.72,3463.13,3463.13,154911450
2010-11-03,3462.74,3474.71,3419.08,3420.34,3420.34,126359303
2010-11-04,3426.46,3480.93,3419.64,3480.5,3480.5,116799481
2010-11-05,3538.99,3554.47,3498.28,3520.8,3520.8,137688027
2010-11-08,3534.19,3549.3,3506.38,3548.57,3548.57,126470759
2010-11-09,3547.44,3547.44,3498.62,3523.95,3523.95,122454533
2010-11-10,3507.2,3508.27,3470.97,3499.11,3499.11,120078578
2010-11-11,3490.74,3557.99,3484.89,3509.98,3509.98,138976233
2010-11-12,3484.61,3497.06,3284.35,3291.83,3291.83,160733850
2010-11-15,3298.74,3319.98,3241.76,3314.89,3314.89,102315724
2010-11-16,3311.62,3311.62,3155.48,3169.54,3169.54,108307072
2010-11-17,3124.11,3168.93,3087.51,3103.91,3103.91,83258080
2010-11-18,3134.94,3158.63,3097.39,3147.96,3147.96,65697292
2010-11-19,3168.17,3178.85,3076.21,3178.85,3178.85,83347654
2010-11-22,3148.22,3200.47,3137.75,3171.94,3171.94,83212776
2010-11-23,3156.48,3156.48,3061.62,3107.18,3107.18,77399591
2010-11-24,3088.99,3177.41,3088.99,3177.04,3177.04,75332083
2010-11-25,3197.97,3227.05,3172.28,3223.48,3223.48,83442094
2010-11-26,3214.13,3224.52,3170.36,3194.85,3194.85,64467824
2010-11-29,3183.54,3206.76,3159.46,3190.05,3190.05,58994892
2010-11-30,3187.53,3205.78,3060.44,3136.99,3136.99,85762355
2010-12-01,3127.26,3150.44,3111.65,3136.02,3136.02,48882668
2010-12-02,3185.76,3194.23,3154.32,3155.06,3155.06,61023908
2010-12-03,3161.93,3171.38,3134.42,3158.16,3158.16,50475354
2010-12-06,3168.88,3185.33,3140.55,3165.57,3165.57,56362630
2010-12-07,3152.73,3214.69,3112.22,3200.34,3200.34,58483653
2010-12-08,3194.9,3215.28,3166.77,3171.88,3171.88,59515663
